shipment_id,ship_date,delivery_date,origin_region,destination_region,holiday_period,status,delivery_days
1147,2025-12-26,2025-12-28,West,South,Yes,Delivered,2
1148,2025-10-26,2025-10-29,North,East,No,Delivered,3
1149,2025-09-30,2025-10-01,East,West,No,Delivered,1
1150,2025-08-14,2025-08-17,South,West,No,Delivered,3
1151,2025-09-07,2025-09-11,East,East,No,Delivered,4
1153,2025-08-17,2025-08-18,West,West,No,Delivered,1
1155,2025-08-17,2025-08-18,South,West,No,Delivered,1
1156,2025-10-25,2025-10-27,West,East,No,Delivered,2
1157,2025-11-20,2025-11-26,West,North,Yes,Delivered,6
1159,2025-11-01,2025-11-05,South,South,No,Delivered,4
1160,2025-11-20,,West,West,Yes,In Transit,
1161,2025-10-06,,West,East,No,In Transit,
1163,2025-10-20,2025-10-21,South,North,No,Delivered,1
1164,2025-10-09,2025-10-11,East,West,No,Delivered,2
1166,2025-09-22,2025-09-27,North,South,No,Delivered,5
1167,2025-09-10,2025-09-11,South,South,No,Delivered,1
1168,2025-08-24,2025-08-28,South,North,No,Delivered,4
1169,2025-10-07,2025-10-11,South,North,No,Delivered,4
1170,2025-11-24,,West,West,Yes,In Transit,
1171,2025-10-07,2025-10-12,South,East,No,Delivered,5
1172,2025-11-20,2025-11-22,North,East,Yes,Delivered,2
1173,2025-09-18,2025-09-20,South,North,No,Delivered,2
1174,2025-11-05,2025-11-06,East,North,No,Delivered,1
1177,2025-12-17,2025-12-19,East,South,Yes,Delivered,2
2581,2025-12-20,2025-12-22,North,West,Yes,Delivered,2
2582,2025-11-26,2025-11-28,West,North,Yes,Delivered,2
1181,2025-12-28,,East,North,Yes,In Transit,
1182,2025-12-29,2026-01-03,East,West,Yes,Delivered,5
1183,2025-12-24,,North,South,Yes,In Transit,
1184,2025-11-02,2025-11-07,East,East,No,Delivered,5
1185,2025-08-27,2025-09-01,North,West,No,Delivered,5
1186,2025-08-29,2025-08-30,South,South,No,Delivered,1
1187,2025-10-07,2025-10-08,North,West,No,Delivered,1
1188,2025-10-12,,North,West,No,In Transit,
1189,2025-09-18,,South,East,No,In Transit,
1190,2025-12-31,2026-01-06,South,East,Yes,Delivered,6
1191,2025-09-23,2025-09-24,North,West,No,Delivered,1
1192,2025-12-19,2025-12-21,East,North,Yes,Delivered,2
1194,2025-11-27,2025-12-07,East,East,Yes,Delivered,10
1195,2025-10-20,,West,West,No,In Transit,
1196,2025-12-28,2026-01-06,South,West,Yes,Delivered,9
1197,2025-10-02,2025-10-03,North,East,No,Delivered,1
1198,2025-10-18,2025-10-22,North,East,No,Delivered,4
1199,2025-10-24,2025-10-27,West,West,No,Delivered,3
1200,2025-11-30,2025-12-10,West,North,Yes,Delivered,10
1201,2025-08-27,2025-08-29,South,North,No,Delivered,2
2583,2025-09-21,2025-09-26,North,North,No,Delivered,5
1203,2025-08-20,2025-08-25,South,North,No,Delivered,5
1204,2025-11-29,,West,North,Yes,In Transit,
1206,2025-12-17,2025-12-22,North,West,Yes,Delivered,5
1207,2025-10-16,2025-10-21,West,North,No,Delivered,5
1208,2025-12-28,2025-12-31,North,West,Yes,Delivered,3
1209,2025-09-18,2025-09-22,East,West,No,Delivered,4
1210,2025-10-04,2025-10-06,East,North,No,Delivered,2
1211,2025-11-08,2025-11-12,South,North,No,Delivered,4
1212,2025-09-08,2025-09-13,North,East,No,Delivered,5
1213,2025-11-01,2025-11-06,South,East,No,Delivered,5
1214,2025-10-27,2025-10-29,East,North,No,Delivered,2
1215,2025-09-28,2025-10-01,South,West,No,Delivered,3
2584,2025-10-13,2025-10-16,West,West,No,Delivered,3
1217,2025-11-10,2025-11-11,South,West,No,Delivered,1
1218,2025-09-30,2025-10-01,South,West,No,Delivered,1
1219,2025-09-28,2025-09-30,South,East,No,Delivered,2
1221,2025-08-14,2025-08-15,West,West,No,Delivered,1
1222,2025-11-25,2025-12-03,South,East,Yes,Delivered,8
1223,2025-09-19,2025-09-21,East,West,No,Delivered,2
1224,2025-09-17,,West,South,No,In Transit,
1225,2025-09-02,2025-09-04,East,North,No,Delivered,2
1226,2025-10-01,2025-10-02,South,South,No,Delivered,1
1227,2025-11-21,2025-11-27,North,West,Yes,Delivered,6
1228,2025-09-05,2025-09-09,North,South,No,Delivered,4
1229,2025-08-27,2025-08-31,South,South,No,Delivered,4
1230,2025-12-26,2026-01-02,West,East,Yes,Delivered,7
1231,2025-10-06,2025-10-10,East,East,No,Delivered,4
1232,2025-09-16,2025-09-20,North,South,No,Delivered,4
1233,2025-09-16,2025-09-21,West,North,No,Delivered,5
1235,2025-10-10,2025-10-14,North,West,No,Delivered,4
1236,2025-11-08,2025-11-11,West,South,No,Delivered,3
1237,2025-11-20,,East,West,Yes,In Transit,
1238,2025-11-25,2025-12-03,East,South,Yes,Delivered,8
1239,2025-12-22,2025-12-30,North,South,Yes,Delivered,8
1240,2025-10-30,2025-11-04,West,North,No,Delivered,5
1241,2025-09-29,2025-10-03,North,North,No,Delivered,4
1242,2025-12-16,2025-12-18,West,North,Yes,Delivered,2
1244,2025-08-22,2025-08-23,East,South,No,Delivered,1
1245,2025-11-03,2025-11-07,South,West,No,Delivered,4
1246,2025-09-22,2025-09-26,West,West,No,Delivered,4
1247,2025-09-01,2025-09-05,North,West,No,Delivered,4
1248,2025-11-26,2025-12-04,North,West,Yes,Delivered,8
1249,2025-10-11,,South,North,No,In Transit,
1250,2025-11-05,2025-11-07,West,East,No,Delivered,2
1251,2025-09-28,2025-10-01,South,South,No,Delivered,3
1252,2025-08-17,2025-08-20,North,East,No,Delivered,3
1253,2025-10-30,2025-11-02,West,West,No,Delivered,3
1254,2025-09-28,2025-10-01,South,South,No,Delivered,3
1255,2025-11-23,2025-12-02,South,East,Yes,Delivered,9
1256,2025-12-22,2025-12-28,South,North,Yes,Delivered,6
1257,2025-10-25,2025-10-28,South,South,No,Delivered,3
1258,2025-10-04,2025-10-06,West,West,No,Delivered,2
1259,2025-09-21,2025-09-26,North,East,No,Delivered,5
1260,2025-12-31,2026-01-06,North,West,Yes,Delivered,6
1261,2025-09-23,2025-09-27,South,South,No,Delivered,4
1262,2025-11-24,,North,West,Yes,In Transit,
1263,2025-09-13,2025-09-18,South,South,No,Delivered,5
1264,2025-09-08,2025-09-09,West,East,No,Delivered,1
1265,2025-11-20,2025-11-25,South,North,Yes,Delivered,5
1266,2025-08-22,2025-08-27,North,South,No,Delivered,5
1267,2025-09-01,2025-09-06,North,North,No,Delivered,5
1268,2025-09-30,2025-10-02,North,West,No,Delivered,2
1270,2025-11-22,2025-11-27,South,West,Yes,Delivered,5
1271,2025-09-08,2025-09-13,East,East,No,Delivered,5
1273,2025-11-06,2025-11-11,West,East,No,Delivered,5
1275,2025-08-13,2025-08-14,North,West,No,Delivered,1
1276,2025-08-27,2025-08-28,South,West,No,Delivered,1
1277,2025-12-16,2025-12-23,North,West,Yes,Delivered,7
1278,2025-09-14,2025-09-19,East,East,No,Delivered,5
1280,2025-11-07,2025-11-08,North,South,No,Delivered,1
1281,2025-12-27,2026-01-02,South,South,Yes,Delivered,6
1282,2025-12-22,2025-12-26,East,East,Yes,Delivered,4
1283,2025-08-23,2025-08-26,North,West,No,Delivered,3
1284,2025-12-18,2025-12-24,North,North,Yes,Delivered,6
1285,2025-11-20,2025-11-22,South,North,Yes,Delivered,2
1286,2025-09-14,2025-09-16,East,South,No,Delivered,2
1287,2025-11-28,,East,West,Yes,In Transit,
1288,2025-08-17,,North,North,No,In Transit,
1289,2025-08-31,2025-09-05,North,West,No,Delivered,5
1290,2025-10-07,2025-10-11,North,South,No,Delivered,4
1291,2025-08-24,,South,West,No,In Transit,
1292,2025-12-31,2026-01-05,East,North,Yes,Delivered,5
1293,2025-10-31,2025-11-04,West,West,No,Delivered,4
1294,2025-10-24,2025-10-29,South,South,No,Delivered,5
1295,2025-11-03,,West,East,No,In Transit,
1296,2025-10-12,2025-10-15,South,South,No,Delivered,3
1297,2025-09-13,2025-09-18,North,West,No,Delivered,5
1298,2025-09-06,2025-09-11,East,South,No,Delivered,5
1299,2025-09-14,2025-09-17,East,South,No,Delivered,3
1300,2025-10-10,2025-10-12,East,North,No,Delivered,2
1301,2025-09-15,2025-09-19,South,West,No,Delivered,4
1302,2025-10-25,2025-10-28,South,West,No,Delivered,3
1303,2025-11-21,2025-11-29,West,North,Yes,Delivered,8
1304,2025-11-24,2025-11-26,North,North,Yes,Delivered,2
1306,2025-09-16,2025-09-21,South,East,No,Delivered,5
1307,2025-10-11,2025-10-15,West,North,No,Delivered,4
1308,2025-11-04,2025-11-07,South,East,No,Delivered,3
1309,2025-09-30,2025-10-05,East,East,No,Delivered,5
1310,2025-11-10,2025-11-15,South,North,No,Delivered,5
1311,2025-10-31,2025-11-03,North,East,No,Delivered,3
1312,2025-08-24,2025-08-26,South,North,No,Delivered,2
1313,2025-11-29,2025-12-04,North,West,Yes,Delivered,5
1314,2025-12-22,2025-12-26,East,East,Yes,Delivered,4
1315,2025-12-28,,West,West,Yes,In Transit,
1316,2025-10-05,,North,South,No,In Transit,
2585,2025-08-13,2025-08-15,West,West,No,Delivered,2
1318,2025-09-27,2025-10-02,South,South,No,Delivered,5
1319,2025-08-29,,West,West,No,In Transit,
1320,2025-09-16,,South,North,No,In Transit,
1321,2025-12-28,2026-01-04,East,West,Yes,Delivered,7
1322,2025-10-22,2025-10-25,South,South,No,Delivered,3
1323,2025-11-02,,North,East,No,In Transit,
1325,2025-11-25,,East,South,Yes,In Transit,
1326,2025-08-25,2025-08-26,South,South,No,Delivered,1
1327,2025-12-22,2025-12-24,West,South,Yes,Delivered,2
1328,2025-09-18,2025-09-21,South,North,No,Delivered,3
1329,2025-10-03,2025-10-08,East,West,No,Delivered,5
1330,2025-12-28,,West,East,Yes,In Transit,
1332,2025-09-30,2025-10-04,East,North,No,Delivered,4
1334,2025-11-05,2025-11-07,West,South,No,Delivered,2
1335,2025-11-20,2025-11-22,West,West,Yes,Delivered,2
1336,2025-10-06,2025-10-09,North,West,No,Delivered,3
1337,2025-08-26,2025-08-31,West,North,No,Delivered,5
1338,2025-11-21,2025-11-27,East,East,Yes,Delivered,6
1340,2025-11-23,,East,South,Yes,In Transit,
1341,2025-09-25,2025-09-30,West,South,No,Delivered,5
1342,2025-11-26,2025-11-29,North,East,Yes,Delivered,3
1343,2025-08-17,2025-08-19,North,South,No,Delivered,2
1344,2025-09-23,2025-09-27,North,West,No,Delivered,4
1346,2025-08-30,2025-09-04,East,South,No,Delivered,5
1347,2025-12-31,,North,South,Yes,In Transit,
1348,2025-10-05,2025-10-07,East,West,No,Delivered,2
1350,2025-08-27,2025-08-31,East,East,No,Delivered,4
1351,2025-11-07,2025-11-10,West,East,No,Delivered,3
1352,2025-12-23,2025-12-30,East,North,Yes,Delivered,7
1353,2025-12-26,2025-12-28,East,South,Yes,Delivered,2
2586,2025-09-29,2025-10-01,West,South,No,Delivered,2
1355,2025-11-06,2025-11-08,West,East,No,Delivered,2
1356,2025-08-27,2025-09-01,East,East,No,Delivered,5
1357,2025-11-23,,West,West,Yes,In Transit,
1358,2025-11-23,2025-11-26,South,East,Yes,Delivered,3
1359,2025-10-18,2025-10-21,East,South,No,Delivered,3
1360,2025-08-21,,West,West,No,In Transit,
1361,2025-10-27,2025-10-30,East,North,No,Delivered,3
2587,2025-11-27,2025-12-03,West,South,Yes,Delivered,6
1364,2025-09-28,2025-09-30,West,North,No,Delivered,2
1365,2025-09-05,2025-09-06,East,West,No,Delivered,1
1366,2025-10-06,2025-10-09,North,East,No,Delivered,3
1367,2025-10-18,,South,East,No,In Transit,
1368,2025-10-16,2025-10-20,North,East,No,Delivered,4
1369,2025-10-02,2025-10-05,East,North,No,Delivered,3
1371,2025-09-19,2025-09-22,North,North,No,Delivered,3
1372,2025-08-31,2025-09-02,East,South,No,Delivered,2
1373,2025-11-22,2025-11-25,South,West,Yes,Delivered,3
1374,2025-10-11,2025-10-12,North,North,No,Delivered,1
1376,2025-12-31,,South,South,Yes,In Transit,
1377,2025-12-23,2025-12-29,North,South,Yes,Delivered,6
1378,2025-10-24,2025-10-29,East,East,No,Delivered,5
1379,2025-09-26,2025-09-30,West,West,No,Delivered,4
1380,2025-08-24,2025-08-28,North,West,No,Delivered,4
1381,2025-10-22,2025-10-24,South,South,No,Delivered,2
1382,2025-12-15,2025-12-20,West,South,Yes,Delivered,5
1383,2025-11-22,2025-11-28,West,South,Yes,Delivered,6
1384,2025-10-18,2025-10-19,South,East,No,Delivered,1
1385,2025-08-21,2025-08-24,West,North,No,Delivered,3
1386,2025-09-11,2025-09-13,South,South,No,Delivered,2
1387,2025-11-22,2025-11-27,South,West,Yes,Delivered,5
1388,2025-10-05,2025-10-10,North,North,No,Delivered,5
1389,2025-12-30,,North,South,Yes,In Transit,
1391,2025-09-20,2025-09-21,North,East,No,Delivered,1
1392,2025-08-20,2025-08-22,South,West,No,Delivered,2
1393,2025-10-08,2025-10-11,East,South,No,Delivered,3
1395,2025-12-21,,East,West,Yes,In Transit,
1396,2025-09-03,2025-09-08,South,West,No,Delivered,5
1397,2025-10-28,2025-10-30,North,West,No,Delivered,2
2588,2025-08-30,2025-09-02,West,East,No,Delivered,3
1399,2025-12-20,,West,West,Yes,In Transit,
1400,2025-09-06,2025-09-08,South,East,No,Delivered,2
1401,2025-11-22,2025-11-25,North,East,Yes,Delivered,3
1403,2025-11-28,2025-12-02,South,East,Yes,Delivered,4
1404,2025-09-14,2025-09-15,South,East,No,Delivered,1
1405,2025-11-22,2025-11-26,North,North,Yes,Delivered,4
1408,2025-11-01,2025-11-04,South,East,No,Delivered,3
1409,2025-12-18,2025-12-25,East,North,Yes,Delivered,7
1410,2025-08-21,2025-08-22,East,South,No,Delivered,1
1411,2025-10-03,2025-10-04,South,East,No,Delivered,1
1412,2025-09-01,2025-09-03,North,North,No,Delivered,2
1413,2025-09-11,2025-09-12,North,East,No,Delivered,1
1414,2025-10-16,2025-10-17,South,South,No,Delivered,1
1415,2025-12-17,2025-12-25,South,East,Yes,Delivered,8
1416,2025-11-24,,East,South,Yes,In Transit,
1417,2025-12-29,,East,South,Yes,In Transit,
1419,2025-12-27,2026-01-04,East,North,Yes,Delivered,8
1420,2025-11-27,2025-12-02,South,North,Yes,Delivered,5
1421,2025-11-01,,South,East,No,In Transit,
1423,2025-08-27,2025-08-31,North,North,No,Delivered,4
1424,2025-12-16,2025-12-26,South,North,Yes,Delivered,10
1425,2025-08-25,2025-08-26,East,East,No,Delivered,1
1426,2025-08-16,2025-08-18,North,East,No,Delivered,2
1427,2025-08-21,2025-08-25,West,East,No,Delivered,4
1428,2025-11-29,,South,West,Yes,In Transit,
2590,2025-09-30,2025-10-05,East,West,No,Delivered,5
1430,2025-10-09,2025-10-13,South,South,No,Delivered,4
1431,2025-11-01,2025-11-03,West,East,No,Delivered,2
1432,2025-10-16,2025-10-21,East,West,No,Delivered,5
1433,2025-11-04,2025-11-09,North,South,No,Delivered,5
1434,2025-09-30,2025-10-02,West,East,No,Delivered,2
1436,2025-11-20,2025-11-23,West,North,Yes,Delivered,3
1438,2025-12-22,,West,North,Yes,In Transit,
1440,2025-09-03,2025-09-07,North,East,No,Delivered,4
1441,2025-09-24,2025-09-29,South,North,No,Delivered,5
1442,2025-10-18,2025-10-21,South,North,No,Delivered,3
1443,2025-09-24,2025-09-27,West,West,No,Delivered,3
1444,2025-08-16,2025-08-21,West,North,No,Delivered,5
1445,2025-12-27,2025-12-31,West,East,Yes,Delivered,4
1447,2025-10-30,2025-11-02,North,South,No,Delivered,3
1448,2025-10-12,2025-10-16,North,North,No,Delivered,4
1449,2025-09-30,2025-10-03,South,North,No,Delivered,3
1450,2025-08-15,2025-08-16,South,West,No,Delivered,1
1452,2025-09-12,,South,North,No,In Transit,
1453,2025-10-09,2025-10-13,South,North,No,Delivered,4
1455,2025-11-05,2025-11-08,South,East,No,Delivered,3
1456,2025-09-12,2025-09-16,East,West,No,Delivered,4
1458,2025-09-27,2025-09-29,North,West,No,Delivered,2
1459,2025-12-28,2026-01-03,East,North,Yes,Delivered,6
1460,2025-08-22,2025-08-24,West,North,No,Delivered,2
1461,2025-11-09,,East,East,No,In Transit,
1462,2025-10-20,2025-10-21,East,West,No,Delivered,1
1463,2025-09-15,2025-09-16,South,West,No,Delivered,1
1464,2025-11-24,2025-11-28,East,North,Yes,Delivered,4
1465,2025-11-30,,East,South,Yes,In Transit,
1466,2025-10-03,2025-10-07,West,South,No,Delivered,4
1467,2025-11-10,2025-11-14,East,North,No,Delivered,4
1468,2025-09-07,2025-09-12,North,North,No,Delivered,5
1469,2025-11-05,,West,North,No,In Transit,
1470,2025-11-08,2025-11-11,South,West,No,Delivered,3
1472,2025-09-23,2025-09-24,South,South,No,Delivered,1
1473,2025-08-14,,South,West,No,In Transit,
1474,2025-12-21,2025-12-28,East,West,Yes,Delivered,7
1475,2025-11-23,,North,South,Yes,In Transit,
1477,2025-11-20,2025-11-25,South,East,Yes,Delivered,5
1478,2025-10-15,2025-10-17,West,West,No,Delivered,2
1479,2025-11-25,2025-12-03,East,East,Yes,Delivered,8
1480,2025-09-22,2025-09-23,North,North,No,Delivered,1
1481,2025-11-07,2025-11-10,South,South,No,Delivered,3
1482,2025-12-25,2025-12-30,West,East,Yes,Delivered,5
1486,2025-09-02,2025-09-03,North,East,No,Delivered,1
1488,2025-09-27,2025-09-29,North,South,No,Delivered,2
1489,2025-09-10,2025-09-13,North,South,No,Delivered,3
2591,2025-11-09,2025-11-13,North,South,No,Delivered,4
1491,2025-08-17,2025-08-19,East,West,No,Delivered,2
1492,2025-08-16,2025-08-17,South,South,No,Delivered,1
2592,2025-09-24,2025-09-25,South,North,No,Delivered,1
1494,2025-10-07,2025-10-08,East,South,No,Delivered,1
1495,2025-10-29,,West,West,No,In Transit,
1496,2025-08-20,2025-08-21,East,East,No,Delivered,1
1498,2025-11-06,2025-11-11,East,West,No,Delivered,5
1500,2025-09-30,2025-10-03,North,South,No,Delivered,3
1501,2025-12-29,2026-01-05,North,West,Yes,Delivered,7
1502,2025-10-10,2025-10-11,East,South,No,Delivered,1
1503,2025-11-21,2025-11-28,West,South,Yes,Delivered,7
1504,2025-11-26,2025-12-01,West,East,Yes,Delivered,5
1505,2025-10-10,2025-10-12,East,South,No,Delivered,2
1506,2025-12-16,2025-12-22,South,East,Yes,Delivered,6
1507,2025-12-30,2026-01-05,West,West,Yes,Delivered,6
1510,2025-09-18,2025-09-20,West,South,No,Delivered,2
1511,2025-10-15,2025-10-19,South,North,No,Delivered,4
1512,2025-11-20,,North,North,Yes,In Transit,
1513,2025-09-11,2025-09-12,North,North,No,Delivered,1
1514,2025-11-30,,South,South,Yes,In Transit,
1515,2025-11-30,2025-12-07,North,North,Yes,Delivered,7
1516,2025-09-02,2025-09-03,South,North,No,Delivered,1
1517,2025-08-20,2025-08-24,East,East,No,Delivered,4
1518,2025-09-30,2025-10-05,South,West,No,Delivered,5
1519,2025-11-05,2025-11-08,East,West,No,Delivered,3
1520,2025-08-25,,West,North,No,In Transit,
1521,2025-11-23,2025-11-28,North,West,Yes,Delivered,5
1522,2025-10-25,2025-10-26,South,East,No,Delivered,1
2593,2025-09-06,2025-09-10,West,East,No,Delivered,4
2594,2025-10-24,2025-10-26,North,East,No,Delivered,2
1525,2025-10-07,2025-10-11,South,South,No,Delivered,4
1526,2025-09-11,2025-09-16,North,East,No,Delivered,5
1527,2025-12-17,2025-12-19,West,South,Yes,Delivered,2
1529,2025-08-16,2025-08-18,South,East,No,Delivered,2
1530,2025-10-23,2025-10-24,East,West,No,Delivered,1
1531,2025-09-02,2025-09-07,West,North,No,Delivered,5
1532,2025-10-17,2025-10-18,West,North,No,Delivered,1
2595,2025-10-07,2025-10-10,East,East,No,Delivered,3
1535,2025-09-27,2025-09-30,South,South,No,Delivered,3
1536,2025-09-01,2025-09-04,North,East,No,Delivered,3
1537,2025-08-31,2025-09-05,East,East,No,Delivered,5
1538,2025-11-20,2025-11-24,West,South,Yes,Delivered,4
1539,2025-10-05,,South,North,No,In Transit,
1540,2025-09-10,2025-09-12,South,West,No,Delivered,2
1542,2025-11-07,2025-11-10,South,West,No,Delivered,3
1543,2025-11-21,,East,West,Yes,In Transit,
2596,2025-09-14,2025-09-17,East,East,No,Delivered,3
1546,2025-09-29,2025-10-03,West,East,No,Delivered,4
1548,2025-10-19,2025-10-22,North,East,No,Delivered,3
1549,2025-08-26,2025-08-30,West,West,No,Delivered,4
2597,2025-10-07,2025-10-08,South,East,No,Delivered,1
1552,2025-10-23,2025-10-24,North,West,No,Delivered,1
1553,2025-08-27,2025-09-01,East,South,No,Delivered,5
1554,2025-10-29,2025-11-01,North,North,No,Delivered,3
1555,2025-11-30,2025-12-04,North,North,Yes,Delivered,4
1556,2025-11-24,2025-12-01,East,North,Yes,Delivered,7
1557,2025-08-31,2025-09-03,North,East,No,Delivered,3
1558,2025-11-25,2025-12-02,East,North,Yes,Delivered,7
1559,2025-12-19,2025-12-27,West,East,Yes,Delivered,8
1560,2025-08-17,2025-08-19,East,North,No,Delivered,2
1561,2025-10-25,2025-10-29,North,East,No,Delivered,4
1562,2025-12-17,2025-12-23,West,North,Yes,Delivered,6
2598,2025-10-19,2025-10-22,East,South,No,Delivered,3
1564,2025-12-24,,South,East,Yes,In Transit,
1565,2025-08-27,2025-08-30,East,East,No,Delivered,3
1566,2025-11-30,,South,South,Yes,In Transit,
1567,2025-08-24,,West,North,No,In Transit,
1568,2025-10-28,2025-10-30,West,North,No,Delivered,2
1569,2025-12-15,2025-12-22,South,East,Yes,Delivered,7
1570,2025-11-26,2025-12-01,East,North,Yes,Delivered,5
1571,2025-10-10,2025-10-13,East,East,No,Delivered,3
1572,2025-10-05,2025-10-08,North,East,No,Delivered,3
1573,2025-09-20,2025-09-21,West,West,No,Delivered,1
1574,2025-10-07,2025-10-08,West,North,No,Delivered,1
1575,2025-10-12,2025-10-14,North,East,No,Delivered,2
1576,2025-10-27,,South,North,No,In Transit,
1578,2025-09-25,2025-09-28,South,South,No,Delivered,3
1579,2025-11-10,2025-11-13,East,North,No,Delivered,3
1581,2025-10-02,2025-10-04,South,West,No,Delivered,2
1582,2025-09-12,2025-09-16,East,South,No,Delivered,4
1583,2025-11-09,2025-11-11,South,East,No,Delivered,2
1584,2025-12-23,2025-12-29,West,West,Yes,Delivered,6
1586,2025-10-04,2025-10-11,West,South,No,Delivered,7
1587,2025-09-28,,North,East,No,In Transit,
1588,2025-11-21,,North,West,Yes,In Transit,
1590,2025-11-08,2025-11-11,East,South,No,Delivered,3
1591,2025-09-26,2025-09-30,West,East,No,Delivered,4
1592,2025-11-01,,West,South,No,In Transit,
1593,2025-10-14,2025-10-15,East,North,No,Delivered,1
1594,2025-10-10,2025-10-15,South,East,No,Delivered,5
1595,2025-10-05,2025-10-10,East,North,No,Delivered,5
1597,2025-11-08,2025-11-09,East,South,No,Delivered,1
1598,2025-09-12,2025-09-16,North,East,No,Delivered,4
1599,2025-08-22,2025-08-25,North,East,No,Delivered,3
1600,2025-10-23,2025-10-26,South,West,No,Delivered,3
1601,2025-10-30,2025-11-04,North,South,No,Delivered,5
1602,2025-08-31,2025-09-01,East,West,No,Delivered,1
1603,2025-10-19,2025-10-21,South,East,No,Delivered,2
1604,2025-11-20,2025-11-22,East,East,Yes,Delivered,2
1605,2025-11-22,2025-11-28,West,East,Yes,Delivered,6
1606,2025-09-19,2025-09-22,West,West,No,Delivered,3
1608,2025-10-10,2025-10-13,North,West,No,Delivered,3
1609,2025-09-03,2025-09-07,West,South,No,Delivered,4
1610,2025-08-22,2025-08-25,North,East,No,Delivered,3
1611,2025-12-22,2025-12-26,South,North,Yes,Delivered,4
1612,2025-12-24,2026-01-01,West,South,Yes,Delivered,8
1614,2025-11-01,2025-11-04,East,West,No,Delivered,3
1615,2025-10-23,2025-10-27,North,North,No,Delivered,4
1616,2025-10-20,2025-10-24,North,South,No,Delivered,4
1617,2025-08-30,2025-09-03,East,South,No,Delivered,4
1618,2025-10-27,2025-11-01,East,North,No,Delivered,5
1619,2025-11-23,2025-11-25,North,North,Yes,Delivered,2
1620,2025-10-17,2025-10-21,South,East,No,Delivered,4
1621,2025-10-17,2025-10-18,East,West,No,Delivered,1
1622,2025-11-08,2025-11-09,North,East,No,Delivered,1
1623,2025-09-20,2025-09-23,North,East,No,Delivered,3
1624,2025-11-26,2025-12-01,North,East,Yes,Delivered,5
1625,2025-09-04,2025-09-07,West,East,No,Delivered,3
1626,2025-11-30,2025-12-08,North,South,Yes,Delivered,8
1627,2025-08-17,2025-08-20,West,North,No,Delivered,3
1628,2025-08-28,2025-09-02,East,East,No,Delivered,5
2599,2025-08-23,2025-08-26,West,West,No,Delivered,3
1630,2025-08-21,2025-08-25,West,North,No,Delivered,4
1631,2025-12-16,2025-12-26,East,North,Yes,Delivered,10
1632,2025-11-24,,East,East,Yes,In Transit,
1633,2025-10-31,2025-11-05,South,West,No,Delivered,5
1634,2025-08-19,2025-08-21,West,West,No,Delivered,2
1635,2025-08-30,2025-09-02,North,West,No,Delivered,3
1636,2025-11-07,2025-11-10,East,North,No,Delivered,3
1637,2025-11-10,2025-11-15,North,South,No,Delivered,5
1638,2025-12-18,,East,East,Yes,In Transit,
1640,2025-11-26,2025-11-29,North,South,Yes,Delivered,3
1641,2025-11-08,2025-11-13,South,North,No,Delivered,5
1642,2025-08-14,2025-08-16,North,South,No,Delivered,2
1643,2025-11-02,2025-11-07,East,East,No,Delivered,5
1645,2025-09-22,2025-09-24,West,South,No,Delivered,2
1646,2025-09-22,,East,West,No,In Transit,
1648,2025-08-15,2025-08-17,North,North,No,Delivered,2
1649,2025-12-24,2025-12-30,South,East,Yes,Delivered,6
1650,2025-10-28,2025-10-31,East,South,No,Delivered,3
1651,2025-09-04,,South,South,No,In Transit,
1652,2025-12-20,2025-12-23,East,North,Yes,Delivered,3
1653,2025-12-18,,East,North,Yes,In Transit,
1654,2025-11-29,2025-12-01,West,East,Yes,Delivered,2
1655,2025-09-01,2025-09-04,East,North,No,Delivered,3
1656,2025-11-27,2025-11-29,West,South,Yes,Delivered,2
1657,2025-09-28,2025-10-01,West,West,No,Delivered,3
1659,2025-10-09,2025-10-13,South,West,No,Delivered,4
1663,2025-11-01,2025-11-05,East,North,No,Delivered,4
1664,2025-09-12,2025-09-15,North,South,No,Delivered,3
1666,2025-10-24,2025-10-26,West,East,No,Delivered,2
1667,2025-11-30,,West,West,Yes,In Transit,
1668,2025-10-03,2025-10-05,South,South,No,Delivered,2
1670,2025-09-23,2025-09-27,West,East,No,Delivered,4
1672,2025-11-25,2025-12-05,South,North,Yes,Delivered,10
2602,2025-09-03,2025-09-07,North,West,No,Delivered,4
1674,2025-11-28,,North,West,Yes,In Transit,
1675,2025-09-06,2025-09-07,East,East,No,Delivered,1
1677,2025-09-17,,South,East,No,In Transit,
1678,2025-08-14,2025-08-19,North,North,No,Delivered,5
1679,2025-08-13,2025-08-18,East,East,No,Delivered,5
1680,2025-11-29,2025-12-03,West,West,Yes,Delivered,4
1681,2025-10-19,2025-10-24,West,South,No,Delivered,5
1682,2025-11-04,2025-11-09,North,North,No,Delivered,5
1683,2025-08-30,2025-09-03,East,West,No,Delivered,4
1685,2025-09-07,2025-09-11,South,East,No,Delivered,4
1688,2025-12-24,2025-12-30,West,South,Yes,Delivered,6
1690,2025-12-24,2026-01-01,East,East,Yes,Delivered,8
1692,2025-09-24,2025-09-26,East,West,No,Delivered,2
1693,2025-10-08,2025-10-11,North,South,No,Delivered,3
1694,2025-11-20,2025-11-24,East,South,Yes,Delivered,4
1695,2025-12-19,,West,North,Yes,In Transit,
1696,2025-10-13,2025-10-16,West,North,No,Delivered,3
1698,2025-12-30,2026-01-09,North,East,Yes,Delivered,10
