shipment_id,ship_date,delivery_date,origin_region,destination_region,holiday_period
1173.0,2025-09-18,2025-09-20,South,North,No
1174.0,2025-11-05,2025-11-06,East,North,No
1175.0,2025-11-29,2025-12-03,,North,Yes
1176.0,2025-10-18,2025-10-23,West,,No
1177.0,2025-12-17,2025-12-19,East,South,Yes
,2025-12-20,2025-12-22,North,West,Yes
1179.0,2025-10-27,2025-10-30,East,,No
,2025-11-26,2025-11-28,West,North,Yes
1181.0,2025-12-28,,East,North,Yes
1182.0,2025-12-29,2026-01-03,East,West,Yes
1183.0,2025-12-24,,North,South,Yes
1184.0,2025-11-02,2025-11-07,East,East,No
1185.0,2025-08-27,2025-09-01,North,West,No
1186.0,2025-08-29,2025-08-30,South,South,No
1187.0,2025-10-07,2025-10-08,North,West,No
1188.0,2025-10-12,,North,West,No
1189.0,2025-09-18,,South,East,No
1190.0,2025-12-31,2026-01-06,South,East,Yes
1191.0,2025-09-23,2025-09-24,North,West,No
1192.0,2025-12-19,2025-12-21,East,North,Yes
110.0,2025-12-17,2025-12-22,West,South,Yes
1194.0,2025-11-27,2025-12-07,East,East,Yes
1195.0,2025-10-20,,West,West,No
1196.0,2025-12-28,2026-01-06,South,West,Yes
1197.0,2025-10-02,2025-10-03,North,East,No
1198.0,2025-10-18,2025-10-22,North,East,No
1199.0,2025-10-24,2025-10-27,West,West,No
1200.0,2025-11-30,2025-12-10,West,North,Yes
1201.0,2025-08-27,2025-08-29,South,North,No
,2025-09-21,2025-09-26,North,North,No
1203.0,2025-08-20,2025-08-25,South,North,No
1204.0,2025-11-29,,West,North,Yes
79.0,2025-09-22,2025-09-25,South,East,No
1206.0,2025-12-17,2025-12-22,North,West,Yes
1207.0,2025-10-16,2025-10-21,West,North,No
1208.0,2025-12-28,2025-12-31,North,West,Yes
1209.0,2025-09-18,2025-09-22,East,West,No
1210.0,2025-10-04,2025-10-06,East,North,No
1211.0,2025-11-08,2025-11-12,South,North,No
1212.0,2025-09-08,2025-09-13,North,East,No
1213.0,2025-11-01,2025-11-06,South,East,No
1214.0,2025-10-27,2025-10-29,East,North,No
1215.0,2025-09-28,2025-10-01,South,West,No
,2025-10-13,2025-10-16,West,West,No
1217.0,2025-11-10,2025-11-11,South,West,No
1218.0,2025-09-30,2025-10-01,South,West,No
1219.0,2025-09-28,2025-09-30,South,East,No
102.0,2025-09-23,2025-09-24,East,South,No
1221.0,2025-08-14,2025-08-15,West,West,No
1222.0,2025-11-25,2025-12-03,South,East,Yes
1223.0,2025-09-19,2025-09-21,East,West,No
1224.0,2025-09-17,,West,South,No
1225.0,2025-09-02,2025-09-04,East,North,No
1226.0,2025-10-01,2025-10-02,South,South,No
1227.0,2025-11-21,2025-11-27,North,West,Yes
1228.0,2025-09-05,2025-09-09,North,South,No
1229.0,2025-08-27,2025-08-31,South,South,No
1230.0,2025-12-26,2026-01-02,West,East,Yes
1231.0,2025-10-06,2025-10-10,East,East,No
1232.0,2025-09-16,2025-09-20,North,South,No
1233.0,2025-09-16,2025-09-21,West,North,No
1234.0,,,West,North,No
1235.0,2025-10-10,2025-10-14,North,West,No
1236.0,2025-11-08,2025-11-11,West,South,No
1237.0,2025-11-20,,East,West,Yes
1238.0,2025-11-25,2025-12-03,East,South,Yes
1239.0,2025-12-22,2025-12-30,North,South,Yes
1240.0,2025-10-30,2025-11-04,West,North,No
1241.0,2025-09-29,2025-10-03,North,North,No
1242.0,2025-12-16,2025-12-18,west,north,Yes
143.0,2025-10-09,2025-10-12,East,North,No
1244.0,2025-08-22,2025-08-23,East,South,No
1245.0,2025-11-03,2025-11-07,South,West,No
1246.0,2025-09-22,2025-09-26,West,West,No
1247.0,2025-09-01,2025-09-05,North,West,No
1248.0,2025-11-26,2025-12-04, north ,WEST ,Yes
1249.0,2025-10-11,,South,North,No
1250.0,2025-11-05,2025-11-07,West,East,No
1251.0,2025-09-28,2025-10-01,South,South,No
1252.0,2025-08-17,2025-08-20,North,East,No
1253.0,2025-10-30,2025-11-02,West,West,No
1254.0,2025-09-28,2025-10-01,South,South,No
1255.0,2025-11-23,2025-12-02,south,east,Yes
1256.0,2025-12-22,2025-12-28,South,North,Yes
1257.0,2025-10-25,2025-10-28,South,South,No
1258.0,2025-10-04,2025-10-06,West,West,No
1259.0,2025-09-21,2025-09-26,North,East,No
1260.0,2025-12-31,2026-01-06,North,West,Yes
1261.0,2025-09-23,2025-09-27,South,South,No
1262.0,2025-11-24,,North,West,Yes
1263.0,2025-09-13,2025-09-18,South,South,No
1264.0,2025-09-08,2025-09-09,West,East,No
1265.0,2025-11-20,2025-11-25,South,North,Yes
1266.0,2025-08-22,2025-08-27,North,South,No
1267.0,2025-09-01,2025-09-06,North,North,No
1268.0,2025-09-30,2025-10-02,North,West,No
1269.0,,,North,North,No
1270.0,2025-11-22,2025-11-27,South,West,Yes
1271.0,2025-09-08,2025-09-13,East,East,No
1272.0,2025-12-23,2025-12-30,East,,Yes
1273.0,2025-11-06,2025-11-11,West,East,No
1274.0,2025-11-21,2025-11-28,East,,Yes
1275.0,2025-08-13,2025-08-14,North,West,No
1276.0,2025-08-27,2025-08-28,South,West,No
1277.0,2025-12-16,2025-12-23,North,West,Yes
1278.0,2025-09-14,2025-09-19,East,East,No
1279.0,2025-11-22,2025-11-20,South,East,Yes
1280.0,2025-11-07,2025-11-08,North,South,No
1281.0,2025-12-27,2026-01-02,South,South,Yes
1282.0,2025-12-22,2025-12-26,East,East,Yes
1283.0,2025-08-23,2025-08-26,North,West,No
1284.0,2025-12-18,2025-12-24,North,North,Yes
1285.0,2025-11-20,2025-11-22,South,North,Yes
1286.0,2025-09-14,2025-09-16,East,South,No
1287.0,2025-11-28,,East,West,Yes
1288.0,2025-08-17,,North,North,No
1289.0,2025-08-31,2025-09-05,North,West,No
1290.0,2025-10-07,2025-10-11,North,South,No
1291.0,2025-08-24,,South,West,No
1292.0,2025-12-31,2026-01-05,EAST,north,Yes
1293.0,2025-10-31,2025-11-04,West,West,No
1294.0,2025-10-24,2025-10-29,South,South,No
1295.0,2025-11-03,,West,East,No
1296.0,2025-10-12,2025-10-15,South,South,No
1297.0,2025-09-13,2025-09-18,North,West,No
1298.0,2025-09-06,2025-09-11,East,South,No
1299.0,2025-09-14,2025-09-17,East,South,No
1300.0,2025-10-10,2025-10-12,East,North,No
1301.0,2025-09-15,2025-09-19,South,West,No
1302.0,2025-10-25,2025-10-28,South,West,No
1303.0,2025-11-21,2025-11-29,West,North,Yes
1304.0,2025-11-24,2025-11-26,North,North,Yes
1305.0,2025-10-02,2025-10-25,North,North,No
1306.0,2025-09-16,2025-09-21,South,East,No
1307.0,2025-10-11,2025-10-15,West,North,No
1308.0,2025-11-04,2025-11-07,South,East,No
1309.0,2025-09-30,2025-10-05,East,East,No
1310.0,2025-11-10,2025-11-15,South,North,No
1311.0,2025-10-31,2025-11-03,North,East,No
1312.0,2025-08-24,2025-08-26,South,North,No
1313.0,2025-11-29,2025-12-04,North,West,Yes
1314.0,2025-12-22,2025-12-26,East,East,Yes
1315.0,2025-12-28,,West,West,Yes
1316.0,2025-10-05,,North,South,No
,2025-08-13,2025-08-15,West,West,No
1318.0,2025-09-27,2025-10-02,South,South,No
1319.0,2025-08-29,,West,West,No
1320.0,2025-09-16,,South,North,No
1321.0,2025-12-28,2026-01-04,EAST,WEST ,Yes
1322.0,2025-10-22,2025-10-25,South,South,No
1323.0,2025-11-02,,North,East,No
1324.0,2025-11-21,2025-12-03,East,,Yes
1325.0,2025-11-25,,East,South,Yes
1326.0,2025-08-25,2025-08-26,South,South,No
1327.0,2025-12-22,2025-12-24,West,South,Yes
1328.0,2025-09-18,2025-09-21,South,North,No
1329.0,2025-10-03,2025-10-08,East,West,No
1330.0,2025-12-28,,West,East,Yes
251.0,2025-11-25,2025-12-01,South,West,Yes
1332.0,2025-09-30,2025-10-04,East,North,No
1333.0,2025-10-18,2025-10-23,,East,No
1334.0,2025-11-05,2025-11-07,West,South,No
1335.0,2025-11-20,2025-11-22,West,West,Yes
1336.0,2025-10-06,2025-10-09,North,West,No
1337.0,2025-08-26,2025-08-31,West,North,No
1338.0,2025-11-21,2025-11-27,East,East,Yes
1339.0,2025-11-30,2025-12-14,south, South,Yes
1340.0,2025-11-23,,East,South,Yes
1341.0,2025-09-25,2025-09-30,West,South,No
1342.0,2025-11-26,2025-11-29,North,East,Yes
1343.0,2025-08-17,2025-08-19,North,South,No
1344.0,2025-09-23,2025-09-27,North,West,No
1345.0,2025-10-26,2025-10-28,,South,No
1346.0,2025-08-30,2025-09-04,East,South,No
1347.0,2025-12-31,,North,South,Yes
1348.0,2025-10-05,2025-10-07,East,West,No
1349.0,2025-11-21,2025-12-15,South,South,Yes
1350.0,2025-08-27,2025-08-31,East,East,No
1351.0,2025-11-07,2025-11-10,West,East,No
1352.0,2025-12-23,2025-12-30,East,North,Yes
1353.0,2025-12-26,2025-12-28,East,South,Yes
,2025-09-29,2025-10-01,West,South,No
1355.0,2025-11-06,2025-11-08,West,East,No
1356.0,2025-08-27,2025-09-01,East,East,No
1357.0,2025-11-23,,West,West,Yes
1358.0,2025-11-23,2025-11-26,South,East,Yes
1359.0,2025-10-18,2025-10-21,East,South,No
1360.0,2025-08-21,,West,West,No
1361.0,2025-10-27,2025-10-30,East,North,No
,2025-11-27,2025-12-03,West,South,Yes
175.0,2025-12-19,2025-12-25,South,South,Yes
1364.0,2025-09-28,2025-09-30,West,North,No
1365.0,2025-09-05,2025-09-06,East,West,No
1366.0,2025-10-06,2025-10-09,North,East,No
1367.0,2025-10-18,,South,East,No
1368.0,2025-10-16,2025-10-20,North,East,No
1369.0,2025-10-02,2025-10-05,East,North,No
1370.0,2025-09-19,2025-09-18,West,North,No
1371.0,2025-09-19,2025-09-22,North,North,No
1372.0,2025-08-31,2025-09-02,East,South,No
1373.0,2025-11-22,2025-11-25,South,West,Yes
1374.0,2025-10-11,2025-10-12,North,North,No
1375.0,2025-11-23,2025-12-01,,West,Yes
1376.0,2025-12-31,,South,South,Yes
1377.0,2025-12-23,2025-12-29,North,South,Yes
1378.0,2025-10-24,2025-10-29,East,East,No
1379.0,2025-09-26,2025-09-30,West,West,No
1380.0,2025-08-24,2025-08-28,North,West,No
1381.0,2025-10-22,2025-10-24,South,South,No
1382.0,2025-12-15,2025-12-20,West,South,Yes
1383.0,2025-11-22,2025-11-28,West,South,Yes
1384.0,2025-10-18,2025-10-19,South,East,No
1385.0,2025-08-21,2025-08-24,West,North,No
1386.0,2025-09-11,2025-09-13,South,South,No
1387.0,2025-11-22,2025-11-27,South,West,Yes
1388.0,2025-10-05,2025-10-10,North,North,No
1389.0,2025-12-30,,North,South,Yes
1390.0,2025-09-11,2025-09-08,North,North,No
1391.0,2025-09-20,2025-09-21,North,East,No
1392.0,2025-08-20,2025-08-22,South,West,No
1393.0,2025-10-08,2025-10-11,East,South,No
1394.0,2025-11-26,2025-12-09,East,South,Yes
1395.0,2025-12-21,,East,West,Yes
1396.0,2025-09-03,2025-09-08,South,West,No
1397.0,2025-10-28,2025-10-30,North,West,No
,2025-08-30,2025-09-02,West,East,No
1399.0,2025-12-20,,West,West,Yes
1400.0,2025-09-06,2025-09-08,South,East,No
1401.0,2025-11-22,2025-11-25,North,East,Yes
215.0,2025-11-04,2025-11-05,North,East,No
1403.0,2025-11-28,2025-12-02,South,East,Yes
1404.0,2025-09-14,2025-09-15,South,East,No
1405.0,2025-11-22,2025-11-26,North,North,Yes
,2025-11-25,2025-12-06,South,West,Yes
144.0,2025-11-30,,East,South,Yes
1408.0,2025-11-01,2025-11-04,South,East,No
1409.0,2025-12-18,2025-12-25,East,North,Yes
1410.0,2025-08-21,2025-08-22,East,South,No
1411.0,2025-10-03,2025-10-04,South,East,No
1412.0,2025-09-01,2025-09-03,North,North,No
1413.0,2025-09-11,2025-09-12,North,East,No
1414.0,2025-10-16,2025-10-17,South,South,No
1415.0,2025-12-17,2025-12-25,South,East,Yes
1416.0,2025-11-24,,East,South,Yes
1417.0,2025-12-29,,East,South,Yes
1418.0,2025-08-18,2025-08-23,,,No
1419.0,2025-12-27,2026-01-04,East,North,Yes
1420.0,2025-11-27,2025-12-02,South,North,Yes
1421.0,2025-11-01,,South,East,No
60.0,2025-08-15,2025-08-20,North,West,No
1423.0,2025-08-27,2025-08-31,North,North,No
1424.0,2025-12-16,2025-12-26,South,North,Yes
1425.0,2025-08-25,2025-08-26,East,East,No
1426.0,2025-08-16,2025-08-18,North,East,No
1427.0,2025-08-21,2025-08-25,West,East,No
1428.0,2025-11-29,,South,West,Yes
,2025-09-30,2025-10-05,East,West,No
1430.0,2025-10-09,2025-10-13,South,South,No
1431.0,2025-11-01,2025-11-03,West,East,No
1432.0,2025-10-16,2025-10-21,East,West,No
1433.0,2025-11-04,2025-11-09,North,South,No
1434.0,2025-09-30,2025-10-02,West,East,No
218.0,2025-09-28,,West,West,No
1436.0,2025-11-20,2025-11-23,West,North,Yes
1437.0,2025-11-26,2025-12-03,,East,Yes
1438.0,2025-12-22,,West,North,Yes
1439.0,2025-10-05,2025-10-07,South,,No
1440.0,2025-09-03,2025-09-07,North,East,No
1441.0,2025-09-24,2025-09-29,South,North,No
1442.0,2025-10-18,2025-10-21,South,North,No
1443.0,2025-09-24,2025-09-27,west,WEST ,No
1444.0,2025-08-16,2025-08-21,West,North,No
1445.0,2025-12-27,2025-12-31,West,East,Yes
1446.0,2025-09-30,2025-09-29,East,East,No
1447.0,2025-10-30,2025-11-02,North,South,No
1448.0,2025-10-12,2025-10-16,North,North,No
1449.0,2025-09-30,2025-10-03,south,north,No
1450.0,2025-08-15,2025-08-16,South,West,No
1451.0,,,South,West,No
1452.0,2025-09-12,,South,North,No
1453.0,2025-10-09,2025-10-13,South,North,No
1454.0,2025-11-22,2025-12-04,East,West,Yes
1455.0,2025-11-05,2025-11-08,South,East,No
1456.0,2025-09-12,2025-09-16,East,West,No
47.0,2025-12-18,2026-01-01,East,West,Yes
1458.0,2025-09-27,2025-09-29,North,West,No
1459.0,2025-12-28,2026-01-03,East,North,Yes
1460.0,2025-08-22,2025-08-24,West,North,No
1461.0,2025-11-09,,East,East,No
1462.0,2025-10-20,2025-10-21,East,West,No
1463.0,2025-09-15,2025-09-16,South,West,No
1464.0,2025-11-24,2025-11-28,East,North,Yes
1465.0,2025-11-30,,East,South,Yes
1466.0,2025-10-03,2025-10-07,West,South,No
1467.0,2025-11-10,2025-11-14,East,North,No
1468.0,2025-09-07,2025-09-12,North,North,No
1469.0,2025-11-05,,West,North,No
1470.0,2025-11-08,2025-11-11,South,West,No
50.0,2025-10-23,2025-10-28,West,West,No
1472.0,2025-09-23,2025-09-24,South,South,No
1473.0,2025-08-14,,South,West,No
1474.0,2025-12-21,2025-12-28,East,West,Yes
1475.0,2025-11-23,,North,South,Yes
1476.0,2025-08-25,2025-08-23,West,East,No
1477.0,2025-11-20,2025-11-25,South,East,Yes
1478.0,2025-10-15,2025-10-17,West,West,No
1479.0,2025-11-25,2025-12-03,East,East,Yes
1480.0,2025-09-22,2025-09-23,North,North,No
1481.0,2025-11-07,2025-11-10,South,South,No
1482.0,2025-12-25,2025-12-30,West,East,Yes
1483.0,2025-11-25,2025-11-27,East,,Yes
1484.0,2025-12-21,2026-01-02,North,West,Yes
1485.0,2025-10-06,2025-10-10,,East,No
1486.0,2025-09-02,2025-09-03, north ,east,No
1487.0,,,South,West,No
1488.0,2025-09-27,2025-09-29,North,South,No
1489.0,2025-09-10,2025-09-13,North,South,No
,2025-11-09,2025-11-13,North,South,No
1491.0,2025-08-17,2025-08-19,East,West,No
1492.0,2025-08-16,2025-08-17,South,South,No
,2025-09-24,2025-09-25,South,North,No
1494.0,2025-10-07,2025-10-08,East,South,No
1495.0,2025-10-29,,West,West,No
1496.0,2025-08-20,2025-08-21,East,East,No
1497.0,2025-11-24,2025-11-21,West,North,Yes
1498.0,2025-11-06,2025-11-11,EAST,WEST ,No
176.0,2025-08-23,,West,South,No
1500.0,2025-09-30,2025-10-03,North,South,No
1501.0,2025-12-29,2026-01-05,North,West,Yes
1502.0,2025-10-10,2025-10-11,East,South,No
1503.0,2025-11-21,2025-11-28,West,South,Yes
1504.0,2025-11-26,2025-12-01,West,East,Yes
1505.0,2025-10-10,2025-10-12,East,South,No
1506.0,2025-12-16,2025-12-22,South,East,Yes
1507.0,2025-12-30,2026-01-05,West,West,Yes
1508.0,2025-11-26,2025-11-25,North,North,Yes
136.0,2025-10-24,2025-10-25,North,South,No
1510.0,2025-09-18,2025-09-20,West,South,No
1511.0,2025-10-15,2025-10-19,South,North,No
1512.0,2025-11-20,,North,North,Yes
1513.0,2025-09-11,2025-09-12, north ,north,No
1514.0,2025-11-30,,South,South,Yes
1515.0,2025-11-30,2025-12-07,North,North,Yes
1516.0,2025-09-02,2025-09-03,South,North,No
1517.0,2025-08-20,2025-08-24,EAST,east,No
1518.0,2025-09-30,2025-10-05,South,West,No
1519.0,2025-11-05,2025-11-08,East,West,No
1520.0,2025-08-25,,West,North,No
1521.0,2025-11-23,2025-11-28,North,West,Yes
1522.0,2025-10-25,2025-10-26,south,east,No
,2025-09-06,2025-09-10,West,East,No
,2025-10-24,2025-10-26,North,East,No
1525.0,2025-10-07,2025-10-11,South,South,No
1526.0,2025-09-11,2025-09-16,North,East,No
1527.0,2025-12-17,2025-12-19,West,South,Yes
1528.0,2025-12-29,2026-01-09,North,East,Yes
1529.0,2025-08-16,2025-08-18,South,East,No
1530.0,2025-10-23,2025-10-24,East,West,No
1531.0,2025-09-02,2025-09-07,West,North,No
1532.0,2025-10-17,2025-10-18,West,North,No
,2025-10-07,2025-10-10,East,East,No
1534.0,2025-12-31,2026-01-11,South,East,Yes
1535.0,2025-09-27,2025-09-30,South,South,No
1536.0,2025-09-01,2025-09-04,North,East,No
1537.0,2025-08-31,2025-09-05,East,East,No
1538.0,2025-11-20,2025-11-24,West,South,Yes
1539.0,2025-10-05,,South,North,No
1540.0,2025-09-10,2025-09-12,South,West,No
1541.0,,,West,West,No
1542.0,2025-11-07,2025-11-10,South,West,No
1543.0,2025-11-21,,East,West,Yes
,2025-09-14,2025-09-17,East,East,No
1545.0,,,West,South,No
1546.0,2025-09-29,2025-10-03,West,East,No
146.0,2025-08-22,2025-08-24,North,West,No
1548.0,2025-10-19,2025-10-22,North,East,No
1549.0,2025-08-26,2025-08-30,West,West,No
,2025-10-07,2025-10-08,South,East,No
1551.0,2025-11-26,2025-11-29,South,,Yes
1552.0,2025-10-23,2025-10-24,North,West,No
1553.0,2025-08-27,2025-09-01,East,South,No
1554.0,2025-10-29,2025-11-01,North,North,No
1555.0,2025-11-30,2025-12-04,North,North,Yes
1556.0,2025-11-24,2025-12-01,EAST,north,Yes
1557.0,2025-08-31,2025-09-03,North,East,No
1558.0,2025-11-25,2025-12-02,East,North,Yes
1559.0,2025-12-19,2025-12-27,West,East,Yes
1560.0,2025-08-17,2025-08-19,East,North,No
1561.0,2025-10-25,2025-10-29,North,East,No
1562.0,2025-12-17,2025-12-23,West,North,Yes
,2025-10-19,2025-10-22,East,South,No
1564.0,2025-12-24,,South,East,Yes
1565.0,2025-08-27,2025-08-30,East,East,No
1566.0,2025-11-30,,South,South,Yes
1567.0,2025-08-24,,West,North,No
1568.0,2025-10-28,2025-10-30,West,North,No
1569.0,2025-12-15,2025-12-22,South,East,Yes
1570.0,2025-11-26,2025-12-01,East,North,Yes
1571.0,2025-10-10,2025-10-13,East,East,No
1572.0,2025-10-05,2025-10-08, north ,east,No
1573.0,2025-09-20,2025-09-21,West,West,No
1574.0,2025-10-07,2025-10-08,West,North,No
1575.0,2025-10-12,2025-10-14,North,East,No
1576.0,2025-10-27,,South,North,No
1577.0,,,South,North,No
1578.0,2025-09-25,2025-09-28,South,South,No
1579.0,2025-11-10,2025-11-13,East,North,No
1580.0,2025-09-04,2025-09-03,South,South,No
1581.0,2025-10-02,2025-10-04,South,West,No
1582.0,2025-09-12,2025-09-16,East,South,No
1583.0,2025-11-09,2025-11-11,South,East,No
1584.0,2025-12-23,2025-12-29,West,West,Yes
85.0,2025-11-09,2025-11-10,North,West,No
1586.0,2025-10-04,2025-10-11,West,South,No
1587.0,2025-09-28,,North,East,No
1588.0,2025-11-21,,North,West,Yes
1589.0,2025-12-19,2026-01-02,East,North,Yes
1590.0,2025-11-08,2025-11-11,East,South,No
1591.0,2025-09-26,2025-09-30,West,East,No
1592.0,2025-11-01,,West,South,No
1593.0,2025-10-14,2025-10-15,East,North,No
1594.0,2025-10-10,2025-10-15,south,east,No
1595.0,2025-10-05,2025-10-10,East,North,No
211.0,2025-11-01,2025-11-02,North,North,No
1597.0,2025-11-08,2025-11-09,East,South,No
1598.0,2025-09-12,2025-09-16,North,East,No
1599.0,2025-08-22,2025-08-25,North,East,No
1600.0,2025-10-23,2025-10-26,South,West,No
1601.0,2025-10-30,2025-11-04,North,South,No
1602.0,2025-08-31,2025-09-01,East,West,No
1603.0,2025-10-19,2025-10-21,South,East,No
1604.0,2025-11-20,2025-11-22,East,East,Yes
1605.0,2025-11-22,2025-11-28,West,East,Yes
1606.0,2025-09-19,2025-09-22,West,West,No
1607.0,,,West,North,No
1608.0,2025-10-10,2025-10-13,North,West,No
1609.0,2025-09-03,2025-09-07,West,South,No
1610.0,2025-08-22,2025-08-25,North,East,No
1611.0,2025-12-22,2025-12-26,South,North,Yes
1612.0,2025-12-24,2026-01-01,West,South,Yes
1613.0,2025-10-06,2025-10-07,,,No
1614.0,2025-11-01,2025-11-04,East,West,No
1615.0,2025-10-23,2025-10-27,North,North,No
1616.0,2025-10-20,2025-10-24,North,South,No
1617.0,2025-08-30,2025-09-03,East,South,No
1618.0,2025-10-27,2025-11-01,East,North,No
1619.0,2025-11-23,2025-11-25,North,North,Yes
1620.0,2025-10-17,2025-10-21,south,east,No
1621.0,2025-10-17,2025-10-18,East,West,No
1622.0,2025-11-08,2025-11-09,North,East,No
1623.0,2025-09-20,2025-09-23,North,East,No
1624.0,2025-11-26,2025-12-01,North,East,Yes
1625.0,2025-09-04,2025-09-07,West,East,No
1626.0,2025-11-30,2025-12-08,North,South,Yes
1627.0,2025-08-17,2025-08-20,West,North,No
1628.0,2025-08-28,2025-09-02,East,East,No
,2025-08-23,2025-08-26,West,West,No
1630.0,2025-08-21,2025-08-25,West,North,No
1631.0,2025-12-16,2025-12-26,East,North,Yes
1632.0,2025-11-24,,East,East,Yes
1633.0,2025-10-31,2025-11-05,South,West,No
1634.0,2025-08-19,2025-08-21,West,West,No
1635.0,2025-08-30,2025-09-02,North,West,No
1636.0,2025-11-07,2025-11-10,EAST,north,No
1637.0,2025-11-10,2025-11-15,North,South,No
1638.0,2025-12-18,,East,East,Yes
1639.0,2025-11-30,2025-12-14,North,North,Yes
1640.0,2025-11-26,2025-11-29,North,South,Yes
1641.0,2025-11-08,2025-11-13,South,North,No
1642.0,2025-08-14,2025-08-16,North,South,No
1643.0,2025-11-02,2025-11-07,East,East,No
,2025-11-28,2025-12-12,East,South,Yes
1645.0,2025-09-22,2025-09-24,West,South,No
1646.0,2025-09-22,,East,West,No
1647.0,2025-09-26,2025-09-25,West,North,No
1648.0,2025-08-15,2025-08-17,North,North,No
1649.0,2025-12-24,2025-12-30,South,East,Yes
1650.0,2025-10-28,2025-10-31,East,South,No
1651.0,2025-09-04,,South,South,No
1652.0,2025-12-20,2025-12-23,East,North,Yes
1653.0,2025-12-18,,East,North,Yes
1654.0,2025-11-29,2025-12-01,West,East,Yes
1655.0,2025-09-01,2025-09-04,East,North,No
1656.0,2025-11-27,2025-11-29,West,South,Yes
1657.0,2025-09-28,2025-10-01,West,West,No
,2025-11-27,2025-12-09,North,North,Yes
1659.0,2025-10-09,2025-10-13,south,WEST ,No
1660.0,2025-11-29,2025-11-21,South,North,Yes
1661.0,,,West,East,No
1662.0,2025-11-25,2025-12-06,East,West,Yes
1663.0,2025-11-01,2025-11-05,East,North,No
1664.0,2025-09-12,2025-09-15,North,South,No
1665.0,2025-11-27,2025-12-08,West,East,Yes
1666.0,2025-10-24,2025-10-26,West,East,No
1667.0,2025-11-30,,West,West,Yes
1668.0,2025-10-03,2025-10-05,south, South,No
1669.0,2025-09-01,2025-08-30,South,North,No
1670.0,2025-09-23,2025-09-27,West,East,No
1671.0,2025-10-21,2025-10-25,,,No
1672.0,2025-11-25,2025-12-05,South,North,Yes
,2025-09-03,2025-09-07,North,West,No
1674.0,2025-11-28,,North,West,Yes
1675.0,2025-09-06,2025-09-07,East,East,No
,2025-11-25,2025-12-07,East,South,Yes
1677.0,2025-09-17,,South,East,No
1678.0,2025-08-14,2025-08-19,North,North,No
1679.0,2025-08-13,2025-08-18,East,East,No
1680.0,2025-11-29,2025-12-03,West,West,Yes
1681.0,2025-10-19,2025-10-24,West,South,No
1682.0,2025-11-04,2025-11-09,North,North,No
1683.0,2025-08-30,2025-09-03,East,West,No
69.0,2025-11-21,2025-11-29,South,South,Yes
1685.0,2025-09-07,2025-09-11,South,East,No
116.0,2025-09-24,2025-09-25,West,East,No
1687.0,2025-09-19,2025-09-23,,,No
1688.0,2025-12-24,2025-12-30,West,South,Yes
1689.0,2025-09-30,2025-09-27,North,South,No
1690.0,2025-12-24,2026-01-01,East,East,Yes
1691.0,2025-10-16,2025-10-15,South,South,No
1692.0,2025-09-24,2025-09-26,East,West,No
1693.0,2025-10-08,2025-10-11,North,South,No
1694.0,2025-11-20,2025-11-24,East,South,Yes
1695.0,2025-12-19,,West,North,Yes
1696.0,2025-10-13,2025-10-16,West,North,No
1697.0,2025-12-28,2026-01-08,West,East,Yes
1698.0,2025-12-30,2026-01-09,North,East,Yes
1699.0,2025-09-10,2025-09-12,South,North,No
1700.0,2025-11-21,2025-11-14,South,North,Yes
1701.0,2025-11-28,2025-12-09,East,West,Yes
1702.0,2025-11-25,,North,East,Yes
1703.0,2025-09-29,2025-10-03,West,East,No
1704.0,2025-12-29,2026-01-06,East,East,Yes
1705.0,2025-10-27,2025-10-29,East,East,No
1706.0,2025-09-18,2025-09-20,North,East,No
1707.0,2025-08-30,2025-09-04,west,east,No
1708.0,2025-09-02,2025-09-03, north , South,No
196.0,2025-11-01,2025-11-03,East,West,No
1710.0,2025-09-13,2025-09-14,West,South,No
1711.0,2025-09-02,2025-09-07,South,South,No
1712.0,,,North,West,Yes
1713.0,2025-11-26,2025-12-01,South,South,Yes
1714.0,2025-12-30,2026-01-06,East,South,Yes
1715.0,2025-12-29,2026-01-02,West,East,Yes
1716.0,2025-11-29,2025-12-05,East,South,Yes
1717.0,2025-09-10,2025-09-15,South,South,No
1718.0,2025-09-17,2025-09-21,North,West,No
1719.0,2025-11-30,2025-12-07,East,South,Yes
1720.0,2025-11-30,2025-12-08,North,West,Yes
87.0,2025-12-27,2026-01-07,South,South,Yes
1722.0,2025-12-21,2025-12-27,West,East,Yes
1723.0,2025-09-10,2025-09-15,South,North,No
1724.0,2025-12-29,2026-01-01,South,West,Yes
1725.0,2025-09-25,2025-09-26,West,North,No
77.0,2025-11-28,2025-12-03,North,East,Yes
1727.0,2025-11-06,2025-11-07,West,West,No
1728.0,2025-11-07,2025-11-09,EAST,north,No
1729.0,2025-11-24,2025-12-01,West,South,Yes
1730.0,2025-09-17,,West,North,No
1731.0,2025-12-19,2025-12-22,,,Yes
,2025-09-16,2025-09-18,South,West,No
1733.0,2025-12-22,2025-12-26,East,North,Yes
1734.0,2025-08-21,2025-08-25,East,North,No
1735.0,2025-09-22,2025-09-25,South,North,No
1736.0,2025-09-03,2025-09-06,South,South,No
1737.0,2025-11-06,2025-11-07,West,North,No
1738.0,2025-10-18,2025-10-19,West,South,No
1739.0,2025-11-29,2025-12-04,East,West,Yes
1740.0,2025-11-27,2025-12-08,EAST,north,Yes
1741.0,2025-12-19,2025-12-24,West,East,Yes
